epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value
1,143.1983749939134,114.26733727218038,0.4554429183477993,7.497325421633319e-59
2,99.00302954591872,91.31042998930367,0.42245921872078135,4.797240079743779e-50
3,88.15592698707475,84.87156837421227,0.4212684337420372,9.572966225193561e-50
4,82.8633145784077,80.37589453597096,0.4250181079676296,1.0767375234417528e-50
5,78.5838108009909,76.44711839033096,0.44051140595833277,9.591843488550467e-55
6,75.17823313874221,73.56875854829399,0.4790506515258572,8.927530808183956e-66
7,72.66444005992604,71.1986146789888,0.5308377123301641,5.249916219797972e-83
8,70.20873681065778,68.58605876943683,0.5930739610706773,4.152487730085514e-108
9,67.16747775302369,65.06803367151082,0.6417050679462953,6.559163491269327e-132
10,62.99570207252397,60.30702392831033,0.6738517683551297,3.567612606165798e-150
11,58.14311041792344,56.1134873701064,0.6809931213012147,1.498085790655111e-154
12,54.44853120629477,52.84471728920278,0.6929231819851195,3.782903260687232e-162
13,51.57175429706098,50.44493292708423,0.7031069553522442,6.189787532664088e-169
14,49.303535704467436,48.64831810629829,0.7125226447332935,1.7947450497660867e-175
15,47.37633207960472,47.02427055822552,0.7205795063339578,2.794579963132198e-181
16,45.69569081018506,45.65393334067329,0.726527478222491,1.0606368301246359e-185
17,44.1686295274222,44.31890704750356,0.7323758961324119,3.657893708806765e-190
18,42.782862422869144,43.05913419354687,0.7344812658793969,8.46911577786551e-192
19,41.51959030912193,42.11338993725856,0.7353963314029723,1.6298609816248017e-192
20,40.34373291311502,41.17504522418449,0.7419521536147681,9.908598181909769e-198
21,39.25750880360273,40.246910327047274,0.7450972591948175,2.7343572524685526e-200
22,38.2580377996133,39.534340937493255,0.7465728728972026,1.6715161679126255e-201
23,37.31978244728659,38.78514735606494,0.7497728681950305,3.645827920245753e-204
24,36.442709048368926,38.125126896642186,0.7492578412756946,9.836775664961712e-204
25,35.65954279173114,37.566435229053816,0.756530298291791,6.40591593483167e-210
26,34.88082782185309,36.954317946460364,0.7592131513468103,2.9442073816503656e-212
27,34.19621990129888,36.48454805237154,0.7598827473769721,7.598773616987322e-213
28,33.52956404117997,36.0450873822797,0.7598179122944874,8.665311046622641e-213
29,32.93291919317272,35.642126030684835,0.7640713763060273,1.4346890454397617e-216
30,32.388302594340736,35.18348776042791,0.7668475209788644,4.42093870948169e-219
31,31.81491409048149,34.76827910196715,0.767914304525107,4.690182024092589e-220
32,31.31926395490229,34.470200385836606,0.7659893267211426,2.664077906602704e-218
33,30.85094692304194,34.17174881993078,0.7661876905527185,1.7601417955175852e-218
34,30.43809096106532,33.92056929867571,0.7691643979902277,3.3323688620893267e-221
35,29.953642171505745,33.6797011781134,0.7696275493187096,1.2457124024186173e-221
36,29.6064184458302,33.36787770729697,0.765639056745247,5.532896291976423e-218
37,29.17849731973664,33.03808616933243,0.7716182150233176,1.7668571326639653e-223
38,28.785056967484323,32.873710695551246,0.7727851210936117,1.4290240947518614e-224
39,28.420123118773063,32.68482690884922,0.7762332195879912,7.749115907883801e-228
40,28.087643351251067,32.447666062834514,0.7724858906123357,2.727253676897545e-224
41,27.749654246829554,32.275516741842196,0.7759511248990363,1.440862903869459e-227
42,27.454509476215225,32.12127261925797,0.7723196454175986,3.903750376226126e-224
43,27.14077376262633,31.963277616553544,0.776562837986901,3.7497424542526885e-228
44,26.820929635594755,31.802548761525866,0.7752197873424562,7.163765010911621e-227
45,26.528638718200853,31.636916229079443,0.7770674847714886,1.2311301283150975e-228
46,26.238864512985103,31.53370792957959,0.7753970940903725,4.858679346961491e-227
47,25.975203463905736,31.36289967489506,0.778493279679756,5.209581854800177e-230
48,25.67610416253848,31.16956639158133,0.7765286834557318,4.042893370617214e-228
49,25.44071164223626,31.136415365651168,0.7743035596451152,5.297109880453432e-226
50,25.180229477605,31.018982755545096,0.7773635840723673,6.395943198011557e-229
51,24.926095941390358,30.926105984008114,0.7762012096436629,8.314537427318921e-228
52,24.682146146356896,30.797267323699444,0.7737179954669766,1.8932497351811836e-225
53,24.461270588586867,30.665852267439195,0.7790326662628768,1.5650369537358315e-230
54,24.23544856782105,30.576370091728084,0.7742356435480069,6.1416252510862614e-226
55,24.02200537177004,30.578297314722892,0.7721054124794965,6.194457939647361e-224
56,23.774479123694086,30.40581179455499,0.7764335691481234,4.985399079368987e-228
57,23.583939988197052,30.3127042232956,0.7734064701905761,3.722374529994275e-225
58,23.337876301392953,30.31997541564604,0.7761859467069068,8.598451512967339e-228
59,23.139158296452994,30.215791607429967,0.7764902146679938,4.400535798870631e-228
60,22.959948441988875,30.150551305950017,0.7750968017668791,9.375897586276413e-227
61,22.75011833486795,30.03671848444649,0.773309993046106,4.5883268731814864e-225
62,22.534133678658186,30.03288821225667,0.7746611496435417,2.428902717416862e-226
63,22.358101953099638,29.965728148571035,0.775069578473492,9.951137741461227e-227
64,22.180736055664738,29.987911414046312,0.7682825296676332,2.1560629736501013e-220
65,21.98476748585371,29.868595460501822,0.7706704372345773,1.3473882651820961e-222
66,21.77159120237398,29.76268036984607,0.7683326619978388,1.939366289860262e-220
67,21.595595203938576,29.72415852414969,0.7720186382318249,7.467258429053856e-224
68,21.418443510737116,29.700411317098208,0.7682205540342694,2.4576181620229387e-220
69,21.249930970886737,29.61503702237461,0.7702078126467229,3.619164473360933e-222
70,21.071779414887573,29.645286496831567,0.7710680511597374,5.752687934509051e-223
71,20.890931850655257,29.568344706329853,0.7716180059992592,1.7676508493603802e-223
72,20.74628382970752,29.567994259997626,0.7659987996914767,2.611890867057023e-218
73,20.593575453824283,29.507495416462092,0.7669843899324111,3.31741815182965e-219
74,20.40874469049089,29.472530133157804,0.7690829663974929,3.960808854077831e-221
75,20.253772445002422,29.437236828040025,0.768508572465044,1.3370622950492664e-220
76,20.114605161291742,29.43356689958941,0.767371226577112,1.4718120261486762e-219
77,19.961551904017906,29.44587515730884,0.7668101223943063,4.7816410927239366e-219
78,19.807006207199308,29.381643052917816,0.7646978172290584,3.918600692785578e-217
79,19.666980135804067,29.35947730132888,0.7635928993335717,3.8554488210461306e-216
80,19.509112329033933,29.329591614106743,0.7648077680643435,3.11905791902733e-217
81,19.355981235028633,29.286627311074273,0.7639302934274599,1.9206653548743645e-216
82,19.215662715837897,29.266241084146237,0.7616022670728129,2.2976695469241497e-214
83,19.062178461175215,29.264660619240438,0.7629289887578027,1.5138613253768722e-215
84,18.942158627708203,29.212168804189776,0.763878543251041,2.137477855666564e-216
85,18.808304852726057,29.21607901641677,0.7614703812528223,3.0080490961735097e-214
86,18.670172693986974,29.19716707514136,0.7607883566521383,1.2081025239832082e-213
87,18.535967649845535,29.202929101596222,0.7630772871468717,1.1157602851063541e-215
88,18.410624823741966,29.227167835551732,0.762428760741813,4.2301709111497e-215
89,18.29270597442035,29.196463337260717,0.7629913239125472,1.3316713492604899e-215
90,18.165988414901776,29.218185171896582,0.763455913326552,5.114448505548425e-216
91,18.035191015523555,29.168471784222852,0.7562726803200938,1.0701519046188547e-209
92,17.897635082128637,29.155819719008978,0.7591189609255409,3.5608836858089865e-212
93,17.771497594352574,29.171107613579345,0.7593277048918651,2.3359985074386464e-212
94,17.675313178191885,29.13319744721302,0.7555325010458366,4.6582667640924057e-209
95,17.545071731313776,29.212517690922017,0.7590535322147296,4.0635490830038226e-212
96,17.45005008454468,29.14815297838074,0.7559261184309969,2.132139324435039e-209
97,17.317206464645935,29.184972520691254,0.7575318078050256,8.66012471999959e-211
98,17.21442978137748,29.101308833169675,0.7555874116660208,4.177484007593255e-209
99,17.09684727528749,29.170085000728374,0.7545707479085405,3.124727535743549e-208
100,16.986855277064105,29.14992586420386,0.7557958295548137,2.7620583726464826e-209
101,16.868424613720162,29.156939722556437,0.7544499445441348,3.966126578436867e-208
102,16.78236793348994,29.176340493049413,0.7547726317052627,2.0971021825467052e-208
103,16.664976170188503,29.14781612585921,0.7517523176686561,7.856036168349242e-206
104,16.55047757209503,29.17982796937721,0.7530202534274159,6.597095647781528e-207
105,16.45921620503687,29.18806463842234,0.7507179035881227,5.862572022681763e-205
106,16.360667511366742,29.18913580962966,0.7535655135865823,2.2629754509735443e-207
107,16.247042505364668,29.193745375996794,0.7546457499212339,2.6945667647217688e-208
108,16.145326323786602,29.16445733170483,0.751641116869501,9.755437537242589e-206
109,16.036580225767523,29.208143624152928,0.7547705623670827,2.1056961228913583e-208
110,15.956509104065617,29.229780797800306,0.7505625569077989,7.921453433784223e-205
111,15.865896026843803,29.244579146580143,0.7497288978940714,3.9686127381957285e-204
112,15.76216255462731,29.24641195054871,0.7501796081105876,1.6619759486073024e-204
113,15.677232729100785,29.255188430870437,0.7501812761225749,1.6566251657226717e-204
114,15.567000138132196,29.23066426904162,0.745942803316515,5.525796170444035e-201
115,15.474423950068509,29.295474310606224,0.7485497973602008,3.83477091227558e-203
116,15.398086442181278,29.248283765592628,0.7489109783919534,1.9167677385498742e-203
117,15.2928130686118,29.302741245670212,0.7493259622163801,8.627774829565067e-204
118,15.202043480490053,29.313571677023535,0.7475238571150014,2.731580628640785e-202
